match_id,season,team1,team2,venue,city,toss_winner,toss_decision,team1_matches_played,team1_wins,team1_win_rate,team1_toss_win_rate,team2_matches_played,team2_wins,team2_win_rate,team2_toss_win_rate,h2h_matches_played,h2h_team1_win_rate,is_team1_toss_winner,team1_win
548373,2012,Deccan Chargers,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Rajasthan Royals,bat,15,4,0.26666666666666666,0.6,16,7,0.4375,0.625,9,0.2222222222222222,0,1
548374,2012,Kings XI Punjab,Delhi Daredevils,Himachal Pradesh Cricket Association Stadium,Dharamsala,Delhi Daredevils,field,16,8,0.5,0.5,18,11,0.6111111111111112,0.5555555555555556,22,0.5909090909090909,0,0
548375,2012,Pune Warriors,Kolkata Knight Riders,Subrata Roy Sahara Stadium,Pune,Kolkata Knight Riders,bat,16,4,0.25,0.375,17,12,0.7058823529411765,0.4117647058823529,5,0.2,0,0
548376,2012,Deccan Chargers,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Royal Challengers Bangalore,field,15,4,0.26666666666666666,0.6,15,8,0.5333333333333333,0.4,11,0.5454545454545454,0,1
548377,2012,Rajasthan Royals,Mumbai Indians,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,bat,16,7,0.4375,0.625,17,10,0.5882352941176471,0.6470588235294118,29,0.4827586206896552,1,0
548378,2012,Delhi Daredevils,Kolkata Knight Riders,Subrata Roy Sahara Stadium,Pune,Kolkata Knight Riders,bat,18,11,0.6111111111111112,0.5555555555555556,17,12,0.7058823529411765,0.4117647058823529,21,0.38095238095238093,0,0
548379,2012,Chennai Super Kings,Mumbai Indians,M Chinnaswamy Stadium,Bangalore,Mumbai Indians,field,18,10,0.5555555555555556,0.3888888888888889,17,10,0.5882352941176471,0.6470588235294118,37,0.4594594594594595,0,1
548380,2012,Delhi Daredevils,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai,Delhi Daredevils,field,18,11,0.6111111111111112,0.5555555555555556,18,10,0.5555555555555556,0.3888888888888889,18,0.3333333333333333,1,0
548381,2012,Kolkata Knight Riders,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai,Chennai Super Kings,bat,17,12,0.7058823529411765,0.4117647058823529,18,10,0.5555555555555556,0.3888888888888889,29,0.3448275862068966,0,1
597998,2013,Kolkata Knight Riders,Delhi Daredevils,Eden Gardens,Kolkata,Kolkata Knight Riders,field,16,6,0.375,0.75,16,3,0.1875,0.3125,21,0.6190476190476191,1,1
597999,2013,Royal Challengers Bangalore,Mumbai Indians,M Chinnaswamy Stadium,Bangalore,Mumbai Indians,field,16,8,0.5,0.3125,19,13,0.6842105263157895,0.631578947368421,32,0.40625,0,1
598000,2013,Sunrisers Hyderabad,Pune Warriors,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Pune Warriors,field,17,9,0.5294117647058824,0.4117647058823529,16,4,0.25,0.5625,2,1.0,0,1
598001,2013,Delhi Daredevils,Rajasthan Royals,Feroz Shah Kotla,Delhi,Rajasthan Royals,bat,16,3,0.1875,0.3125,18,11,0.6111111111111112,0.6111111111111112,18,0.3888888888888889,0,0
598002,2013,Chennai Super Kings,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",Chennai,Mumbai Indians,bat,18,12,0.6666666666666666,0.4444444444444444,19,13,0.6842105263157895,0.631578947368421,37,0.4594594594594595,0,0
598003,2013,Pune Warriors,Kings XI Punjab,Subrata Roy Sahara Stadium,Pune,Pune Warriors,bat,16,4,0.25,0.5625,16,8,0.5,0.4375,6,0.5,1,0
598005,2013,Rajasthan Royals,Kolkata Knight Riders,Sawai Mansingh Stadium,Jaipur,Kolkata Knight Riders,field,18,11,0.6111111111111112,0.6111111111111112,16,6,0.375,0.75,28,0.42857142857142855,0,1
598048,2013,Royal Challengers Bangalore,Sunrisers Hyderabad,M Chinnaswamy Stadium,Bangalore,Sunrisers Hyderabad,bat,16,8,0.5,0.3125,17,9,0.5294117647058824,0.4117647058823529,22,0.45454545454545453,0,1
598006,2013,Mumbai Indians,Delhi Daredevils,Wankhede Stadium,Mumbai,Mumbai Indians,bat,19,13,0.6842105263157895,0.631578947368421,16,3,0.1875,0.3125,22,0.5,1,1
598007,2013,Kings XI Punjab,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Chennai Super Kings,field,16,8,0.5,0.4375,18,12,0.6666666666666666,0.4444444444444444,23,0.34782608695652173,0,0
598008,2013,Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,field,16,8,0.5,0.3125,16,6,0.375,0.75,32,0.4375,1,1
598009,2013,Pune Warriors,Rajasthan Royals,Subrata Roy Sahara Stadium,Pune,Rajasthan Royals,bat,16,4,0.25,0.5625,18,11,0.6111111111111112,0.6111111111111112,5,0.2,0,1
598010,2013,Delhi Daredevils,Sunrisers Hyderabad,Feroz Shah Kotla,Delhi,Delhi Daredevils,bat,16,3,0.1875,0.3125,17,9,0.5294117647058824,0.4117647058823529,12,0.3333333333333333,1,0
598011,2013,Mumbai Indians,Pune Warriors,Wankhede Stadium,Mumbai,Mumbai Indians,bat,19,13,0.6842105263157895,0.631578947368421,16,4,0.25,0.5625,6,0.8333333333333334,1,1
598012,2013,Chennai Super Kings,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",Chennai,Chennai Super Kings,field,18,12,0.6666666666666666,0.4444444444444444,16,8,0.5,0.3125,30,0.6666666666666666,1,1
598014,2013,Rajasthan Royals,Kings XI Punjab,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,field,18,11,0.6111111111111112,0.6111111111111112,16,8,0.5,0.4375,21,0.5714285714285714,1,1
598013,2013,Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,Kolkata,Kolkata Knight Riders,bat,16,6,0.375,0.75,17,9,0.5294117647058824,0.4117647058823529,28,0.6428571428571429,1,1
598015,2013,Chennai Super Kings,Pune Warriors,"MA Chidambaram Stadium, Chepauk",Chennai,Pune Warriors,bat,18,12,0.6666666666666666,0.4444444444444444,16,4,0.25,0.5625,6,0.6666666666666666,0,0
598016,2013,Kings XI Punjab,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Kolkata Knight Riders,field,16,8,0.5,0.4375,16,6,0.375,0.75,27,0.3333333333333333,0,1
598018,2013,Pune Warriors,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,Pune,Pune Warriors,field,16,4,0.25,0.5625,17,9,0.5294117647058824,0.4117647058823529,2,0.0,1,0
598019,2013,Rajasthan Royals,Mumbai Indians,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,bat,18,11,0.6111111111111112,0.6111111111111112,19,13,0.6842105263157895,0.631578947368421,29,0.4827586206896552,1,1
598020,2013,Delhi Daredevils,Chennai Super Kings,Feroz Shah Kotla,Delhi,Chennai Super Kings,bat,16,3,0.1875,0.3125,18,12,0.6666666666666666,0.4444444444444444,18,0.3333333333333333,0,0
598021,2013,Sunrisers Hyderabad,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Kings XI Punjab,bat,17,9,0.5294117647058824,0.4117647058823529,16,8,0.5,0.4375,16,0.6875,0,1
598023,2013,Royal Challengers Bangalore,Rajasthan Royals,M Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,field,16,8,0.5,0.3125,18,11,0.6111111111111112,0.6111111111111112,29,0.5172413793103449,1,1
598022,2013,Kolkata Knight Riders,Chennai Super Kings,Eden Gardens,Kolkata,Kolkata Knight Riders,bat,16,6,0.375,0.75,18,12,0.6666666666666666,0.4444444444444444,29,0.3448275862068966,1,0
598024,2013,Delhi Daredevils,Mumbai Indians,Feroz Shah Kotla,Delhi,Mumbai Indians,bat,16,3,0.1875,0.3125,19,13,0.6842105263157895,0.631578947368421,22,0.5,0,1
598025,2013,Kings XI Punjab,Pune Warriors,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Kings XI Punjab,field,16,8,0.5,0.4375,16,4,0.25,0.5625,6,0.5,1,1
598026,2013,Chennai Super Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",Chennai,Rajasthan Royals,bat,18,12,0.6666666666666666,0.4444444444444444,18,11,0.6111111111111112,0.6111111111111112,29,0.5517241379310345,0,1
598059,2013,Delhi Daredevils,Kings XI Punjab,Feroz Shah Kotla,Delhi,Kings XI Punjab,field,16,3,0.1875,0.3125,16,8,0.5,0.4375,22,0.4090909090909091,0,0
598027,2013,Royal Challengers Bangalore,Pune Warriors,M Chinnaswamy Stadium,Bangalore,Pune Warriors,field,16,8,0.5,0.3125,16,4,0.25,0.5625,5,1.0,0,1
598029,2013,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,Kolkata,Kolkata Knight Riders,bat,16,6,0.375,0.75,19,13,0.6842105263157895,0.631578947368421,34,0.3235294117647059,1,0
598030,2013,Chennai Super Kings,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk",Chennai,Sunrisers Hyderabad,bat,18,12,0.6666666666666666,0.4444444444444444,17,9,0.5294117647058824,0.4117647058823529,21,0.7142857142857143,0,1
598031,2013,Kolkata Knight Riders,Kings XI Punjab,Eden Gardens,Kolkata,Kings XI Punjab,bat,16,6,0.375,0.75,16,8,0.5,0.4375,27,0.6666666666666666,0,1
598032,2013,Rajasthan Royals,Sunrisers Hyderabad,Sawai Mansingh Stadium,Jaipur,Sunrisers Hyderabad,bat,18,11,0.6111111111111112,0.6111111111111112,17,9,0.5294117647058824,0.4117647058823529,20,0.45,0,1
598033,2013,Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,Mumbai,Mumbai Indians,bat,19,13,0.6842105263157895,0.631578947368421,16,8,0.5,0.3125,32,0.5625,1,1
598035,2013,Delhi Daredevils,Pune Warriors,Shaheed Veer Narayan Singh International Stadium,Raipur,Pune Warriors,field,16,3,0.1875,0.3125,16,4,0.25,0.5625,6,0.5,0,1
598034,2013,Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",Chennai,Kolkata Knight Riders,field,18,12,0.6666666666666666,0.4444444444444444,16,6,0.375,0.75,29,0.6551724137931034,0,1
598037,2013,Mumbai Indians,Kings XI Punjab,Wankhede Stadium,Mumbai,Mumbai Indians,bat,19,13,0.6842105263157895,0.631578947368421,16,8,0.5,0.4375,26,0.5384615384615384,1,1
598036,2013,Rajasthan Royals,Royal Challengers Bangalore,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,field,18,11,0.6111111111111112,0.6111111111111112,16,8,0.5,0.3125,29,0.41379310344827586,1,1
598038,2013,Pune Warriors,Chennai Super Kings,Subrata Roy Sahara Stadium,Pune,Chennai Super Kings,bat,16,4,0.25,0.5625,18,12,0.6666666666666666,0.4444444444444444,6,0.3333333333333333,0,0
598040,2013,Delhi Daredevils,Kolkata Knight Riders,Shaheed Veer Narayan Singh International Stadium,Raipur,Kolkata Knight Riders,bat,16,3,0.1875,0.3125,16,6,0.375,0.75,21,0.38095238095238093,0,1
598039,2013,Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Mumbai Indians,bat,17,9,0.5294117647058824,0.4117647058823529,19,13,0.6842105263157895,0.631578947368421,23,0.43478260869565216,0,1
598041,2013,Chennai Super Kings,Kings XI Punjab,"MA Chidambaram Stadium, Chepauk",Chennai,Chennai Super Kings,bat,18,12,0.6666666666666666,0.4444444444444444,16,8,0.5,0.4375,23,0.6086956521739131,1,1
598042,2013,Pune Warriors,Royal Challengers Bangalore,Subrata Roy Sahara Stadium,Pune,Royal Challengers Bangalore,bat,16,4,0.25,0.5625,16,8,0.5,0.3125,5,0.0,0,0
598043,2013,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,Kolkata,Rajasthan Royals,bat,16,6,0.375,0.75,18,11,0.6111111111111112,0.6111111111111112,28,0.5,0,1
598044,2013,Sunrisers Hyderabad,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Delhi Daredevils,bat,17,9,0.5294117647058824,0.4117647058823529,16,3,0.1875,0.3125,12,0.6666666666666666,0,1
598046,2013,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,Mumbai,Mumbai Indians,bat,19,13,0.6842105263157895,0.631578947368421,18,12,0.6666666666666666,0.4444444444444444,37,0.5405405405405406,1,1
598047,2013,Rajasthan Royals,Pune Warriors,Sawai Mansingh Stadium,Jaipur,Pune Warriors,bat,18,11,0.6111111111111112,0.6111111111111112,16,4,0.25,0.5625,5,0.8,0,1
598064,2013,Kings XI Punjab,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Kings XI Punjab,field,16,8,0.5,0.4375,16,8,0.5,0.3125,26,0.5384615384615384,1,1
598049,2013,Rajasthan Royals,Delhi Daredevils,Sawai Mansingh Stadium,Jaipur,Delhi Daredevils,bat,18,11,0.6111111111111112,0.6111111111111112,16,3,0.1875,0.3125,18,0.6111111111111112,0,1
598050,2013,Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,Mumbai,Mumbai Indians,bat,19,13,0.6842105263157895,0.631578947368421,16,6,0.375,0.75,34,0.6764705882352942,1,1
598051,2013,Sunrisers Hyderabad,Chennai Super Kings,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Sunrisers Hyderabad,field,17,9,0.5294117647058824,0.4117647058823529,18,12,0.6666666666666666,0.4444444444444444,21,0.2857142857142857,1,0
598052,2013,Kings XI Punjab,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Rajasthan Royals,field,16,8,0.5,0.4375,18,11,0.6111111111111112,0.6111111111111112,21,0.38095238095238093,0,0
598053,2013,Pune Warriors,Kolkata Knight Riders,Subrata Roy Sahara Stadium,Pune,Kolkata Knight Riders,bat,16,4,0.25,0.5625,16,6,0.375,0.75,5,0.2,0,0
598054,2013,Delhi Daredevils,Royal Challengers Bangalore,Feroz Shah Kotla,Delhi,Delhi Daredevils,field,16,3,0.1875,0.3125,16,8,0.5,0.3125,21,0.2857142857142857,1,0
598055,2013,Pune Warriors,Mumbai Indians,Subrata Roy Sahara Stadium,Pune,Pune Warriors,bat,16,4,0.25,0.5625,19,13,0.6842105263157895,0.631578947368421,6,0.16666666666666666,1,0
598056,2013,Kings XI Punjab,Sunrisers Hyderabad,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Kings XI Punjab,field,16,8,0.5,0.4375,17,9,0.5294117647058824,0.4117647058823529,16,0.3125,1,0
598058,2013,Rajasthan Royals,Chennai Super Kings,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,field,18,11,0.6111111111111112,0.6111111111111112,18,12,0.6666666666666666,0.4444444444444444,29,0.4482758620689655,1,1
598057,2013,Kolkata Knight Riders,Royal Challengers Bangalore,JSCA International Stadium Complex,Ranchi,Kolkata Knight Riders,field,16,6,0.375,0.75,16,8,0.5,0.3125,32,0.5625,1,1
598060,2013,Mumbai Indians,Sunrisers Hyderabad,Wankhede Stadium,Mumbai,Sunrisers Hyderabad,bat,19,13,0.6842105263157895,0.631578947368421,17,9,0.5294117647058824,0.4117647058823529,23,0.5217391304347826,0,1
598045,2013,Royal Challengers Bangalore,Kings XI Punjab,M Chinnaswamy Stadium,Bangalore,Kings XI Punjab,field,16,8,0.5,0.3125,16,8,0.5,0.4375,26,0.46153846153846156,0,0
598062,2013,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",Chennai,Chennai Super Kings,bat,18,12,0.6666666666666666,0.4444444444444444,16,3,0.1875,0.3125,18,0.6666666666666666,1,1
598063,2013,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,Mumbai,Rajasthan Royals,field,19,13,0.6842105263157895,0.631578947368421,18,11,0.6111111111111112,0.6111111111111112,29,0.5172413793103449,0,1
598061,2013,Kolkata Knight Riders,Pune Warriors,JSCA International Stadium Complex,Ranchi,Kolkata Knight Riders,field,16,6,0.375,0.75,16,4,0.25,0.5625,5,0.8,1,0
598028,2013,Kings XI Punjab,Delhi Daredevils,Himachal Pradesh Cricket Association Stadium,Dharamsala,Delhi Daredevils,field,16,8,0.5,0.4375,16,3,0.1875,0.3125,22,0.5909090909090909,0,1
598065,2013,Sunrisers Hyderabad,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Sunrisers Hyderabad,bat,17,9,0.5294117647058824,0.4117647058823529,18,11,0.6111111111111112,0.6111111111111112,20,0.55,1,1
598068,2013,Royal Challengers Bangalore,Chennai Super Kings,M Chinnaswamy Stadium,Bangalore,Chennai Super Kings,field,16,8,0.5,0.3125,18,12,0.6666666666666666,0.4444444444444444,30,0.3333333333333333,0,1
598066,2013,Kings XI Punjab,Mumbai Indians,Himachal Pradesh Cricket Association Stadium,Dharamsala,Mumbai Indians,field,16,8,0.5,0.4375,19,13,0.6842105263157895,0.631578947368421,26,0.4230769230769231,0,1
598067,2013,Pune Warriors,Delhi Daredevils,Subrata Roy Sahara Stadium,Pune,Pune Warriors,bat,16,4,0.25,0.5625,16,3,0.1875,0.3125,6,0.3333333333333333,1,1
598069,2013,Sunrisers Hyderabad,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Kolkata Knight Riders,bat,17,9,0.5294117647058824,0.4117647058823529,16,6,0.375,0.75,28,0.32142857142857145,0,1
598070,2013,Chennai Super Kings,Mumbai Indians,Feroz Shah Kotla,Delhi,Chennai Super Kings,bat,18,12,0.6666666666666666,0.4444444444444444,19,13,0.6842105263157895,0.631578947368421,37,0.4594594594594595,1,1
598071,2013,Rajasthan Royals,Sunrisers Hyderabad,Feroz Shah Kotla,Delhi,Sunrisers Hyderabad,bat,18,11,0.6111111111111112,0.6111111111111112,17,9,0.5294117647058824,0.4117647058823529,20,0.45,0,1
598072,2013,Mumbai Indians,Rajasthan Royals,Eden Gardens,Kolkata,Rajasthan Royals,bat,19,13,0.6842105263157895,0.631578947368421,18,11,0.6111111111111112,0.6111111111111112,29,0.5172413793103449,0,1
598073,2013,Chennai Super Kings,Mumbai Indians,Eden Gardens,Kolkata,Mumbai Indians,bat,18,12,0.6666666666666666,0.4444444444444444,19,13,0.6842105263157895,0.631578947368421,37,0.4594594594594595,0,0
729279,2014,Mumbai Indians,Kolkata Knight Riders,Sheikh Zayed Stadium,Abu Dhabi,Kolkata Knight Riders,bat,15,7,0.4666666666666667,0.4,16,11,0.6875,0.5625,34,0.6764705882352942,0,0
729281,2014,Delhi Daredevils,Royal Challengers Bangalore,Sharjah Cricket Stadium,Unknown,Royal Challengers Bangalore,field,14,2,0.14285714285714285,0.2857142857142857,14,5,0.35714285714285715,0.6428571428571429,21,0.2857142857142857,0,0
729283,2014,Chennai Super Kings,Kings XI Punjab,Sheikh Zayed Stadium,Abu Dhabi,Chennai Super Kings,bat,16,10,0.625,0.625,17,12,0.7058823529411765,0.4117647058823529,23,0.6086956521739131,1,0
729285,2014,Sunrisers Hyderabad,Rajasthan Royals,Sheikh Zayed Stadium,Abu Dhabi,Rajasthan Royals,field,14,6,0.42857142857142855,0.5,14,6,0.42857142857142855,0.5714285714285714,20,0.55,0,0
729289,2014,Kolkata Knight Riders,Delhi Daredevils,Dubai International Cricket Stadium,Unknown,Kolkata Knight Riders,bat,16,11,0.6875,0.5625,14,2,0.14285714285714285,0.2857142857142857,21,0.6190476190476191,1,0
729287,2014,Royal Challengers Bangalore,Mumbai Indians,Dubai International Cricket Stadium,Unknown,Royal Challengers Bangalore,field,14,5,0.35714285714285715,0.6428571428571429,15,7,0.4666666666666667,0.4,32,0.40625,1,1
729291,2014,Rajasthan Royals,Kings XI Punjab,Sharjah Cricket Stadium,Unknown,Kings XI Punjab,field,14,6,0.42857142857142855,0.5714285714285714,17,12,0.7058823529411765,0.4117647058823529,21,0.5714285714285714,0,0
729293,2014,Chennai Super Kings,Delhi Daredevils,Sheikh Zayed Stadium,Abu Dhabi,Chennai Super Kings,bat,16,10,0.625,0.625,14,2,0.14285714285714285,0.2857142857142857,18,0.6666666666666666,1,1
729295,2014,Kings XI Punjab,Sunrisers Hyderabad,Sharjah Cricket Stadium,Unknown,Sunrisers Hyderabad,field,17,12,0.7058823529411765,0.4117647058823529,14,6,0.42857142857142855,0.5,16,0.3125,0,1
729299,2014,Royal Challengers Bangalore,Kolkata Knight Riders,Sharjah Cricket Stadium,Unknown,Royal Challengers Bangalore,field,14,5,0.35714285714285715,0.6428571428571429,16,11,0.6875,0.5625,32,0.4375,1,0
729303,2014,Chennai Super Kings,Mumbai Indians,Dubai International Cricket Stadium,Unknown,Mumbai Indians,bat,16,10,0.625,0.625,15,7,0.4666666666666667,0.4,37,0.4594594594594595,0,1
729301,2014,Sunrisers Hyderabad,Delhi Daredevils,Dubai International Cricket Stadium,Unknown,Sunrisers Hyderabad,bat,14,6,0.42857142857142855,0.5,14,2,0.14285714285714285,0.2857142857142857,12,0.6666666666666666,1,1
729307,2014,Kolkata Knight Riders,Kings XI Punjab,Sheikh Zayed Stadium,Abu Dhabi,Kolkata Knight Riders,field,16,11,0.6875,0.5625,17,12,0.7058823529411765,0.4117647058823529,27,0.6666666666666666,1,0
729305,2014,Rajasthan Royals,Royal Challengers Bangalore,Sheikh Zayed Stadium,Abu Dhabi,Rajasthan Royals,field,14,6,0.42857142857142855,0.5714285714285714,14,5,0.35714285714285715,0.6428571428571429,29,0.41379310344827586,1,1
729309,2014,Delhi Daredevils,Mumbai Indians,Sharjah Cricket Stadium,Unknown,Mumbai Indians,bat,14,2,0.14285714285714285,0.2857142857142857,15,7,0.4666666666666667,0.4,22,0.5,0,1
729311,2014,Sunrisers Hyderabad,Chennai Super Kings,Sharjah Cricket Stadium,Unknown,Sunrisers Hyderabad,bat,14,6,0.42857142857142855,0.5,16,10,0.625,0.625,21,0.2857142857142857,1,0
729313,2014,Kings XI Punjab,Royal Challengers Bangalore,Dubai International Cricket Stadium,Unknown,Kings XI Punjab,field,17,12,0.7058823529411765,0.4117647058823529,14,5,0.35714285714285715,0.6428571428571429,26,0.5384615384615384,1,1
729317,2014,Mumbai Indians,Sunrisers Hyderabad,Dubai International Cricket Stadium,Unknown,Mumbai Indians,field,15,7,0.4666666666666667,0.4,14,6,0.42857142857142855,0.5,23,0.5217391304347826,1,0
733971,2014,Chennai Super Kings,Kolkata Knight Riders,JSCA International Stadium Complex,Ranchi,Chennai Super Kings,bat,16,10,0.625,0.625,16,11,0.6875,0.5625,29,0.6551724137931034,1,1
733973,2014,Mumbai Indians,Kings XI Punjab,Wankhede Stadium,Mumbai,Kings XI Punjab,bat,15,7,0.4666666666666667,0.4,17,12,0.7058823529411765,0.4117647058823529,26,0.5384615384615384,0,1
733975,2014,Delhi Daredevils,Rajasthan Royals,Feroz Shah Kotla,Delhi,Rajasthan Royals,field,14,2,0.14285714285714285,0.2857142857142857,14,6,0.42857142857142855,0.5714285714285714,18,0.3888888888888889,0,0
733977,2014,Royal Challengers Bangalore,Sunrisers Hyderabad,M Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,field,14,5,0.35714285714285715,0.6428571428571429,14,6,0.42857142857142855,0.5,22,0.45454545454545453,1,1
733981,2014,Delhi Daredevils,Chennai Super Kings,Feroz Shah Kotla,Delhi,Chennai Super Kings,field,14,2,0.14285714285714285,0.2857142857142857,16,10,0.625,0.625,18,0.3333333333333333,0,0
733979,2014,Rajasthan Royals,Kolkata Knight Riders,"Sardar Patel Stadium, Motera",Ahmedabad,Kolkata Knight Riders,field,14,6,0.42857142857142855,0.5714285714285714,16,11,0.6875,0.5625,28,0.42857142857142855,0,1
733983,2014,Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,Mumbai,Royal Challengers Bangalore,field,15,7,0.4666666666666667,0.4,14,5,0.35714285714285715,0.6428571428571429,32,0.5625,0,1
733985,2014,Delhi Daredevils,Kolkata Knight Riders,Feroz Shah Kotla,Delhi,Delhi Daredevils,bat,14,2,0.14285714285714285,0.2857142857142857,16,11,0.6875,0.5625,21,0.38095238095238093,1,0
733987,2014,Kings XI Punjab,Chennai Super Kings,Barabati Stadium,Cuttack,Chennai Super Kings,field,17,12,0.7058823529411765,0.4117647058823529,16,10,0.625,0.625,23,0.34782608695652173,0,1
733989,2014,Rajasthan Royals,Sunrisers Hyderabad,"Sardar Patel Stadium, Motera",Ahmedabad,Rajasthan Royals,field,14,6,0.42857142857142855,0.5714285714285714,14,6,0.42857142857142855,0.5,20,0.45,1,0
733991,2014,Royal Challengers Bangalore,Kings XI Punjab,M Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,field,14,5,0.35714285714285715,0.6428571428571429,17,12,0.7058823529411765,0.4117647058823529,26,0.46153846153846156,1,0
733995,2014,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,Mumbai,Chennai Super Kings,field,15,7,0.4666666666666667,0.4,16,10,0.625,0.625,37,0.5405405405405406,0,0
733993,2014,Delhi Daredevils,Sunrisers Hyderabad,Feroz Shah Kotla,Delhi,Sunrisers Hyderabad,field,14,2,0.14285714285714285,0.2857142857142857,14,6,0.42857142857142855,0.5,12,0.3333333333333333,0,0
733999,2014,Royal Challengers Bangalore,Rajasthan Royals,M Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,bat,14,5,0.35714285714285715,0.6428571428571429,14,6,0.42857142857142855,0.5714285714285714,29,0.5172413793103449,1,0
733997,2014,Kings XI Punjab,Kolkata Knight Riders,Barabati Stadium,Cuttack,Kolkata Knight Riders,field,17,12,0.7058823529411765,0.4117647058823529,16,11,0.6875,0.5625,27,0.3333333333333333,0,0
734001,2014,Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Sunrisers Hyderabad,bat,14,6,0.42857142857142855,0.5,15,7,0.4666666666666667,0.4,23,0.43478260869565216,1,0
734003,2014,Chennai Super Kings,Rajasthan Royals,JSCA International Stadium Complex,Ranchi,Rajasthan Royals,bat,16,10,0.625,0.625,14,6,0.42857142857142855,0.5714285714285714,29,0.5517241379310345,0,1
734005,2014,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,Bangalore,Delhi Daredevils,field,14,5,0.35714285714285715,0.6428571428571429,14,2,0.14285714285714285,0.2857142857142857,21,0.6190476190476191,0,1
734009,2014,Kolkata Knight Riders,Mumbai Indians,Barabati Stadium,Cuttack,Kolkata Knight Riders,field,16,11,0.6875,0.5625,15,7,0.4666666666666667,0.4,34,0.3235294117647059,1,1
734007,2014,Sunrisers Hyderabad,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Kings XI Punjab,field,14,6,0.42857142857142855,0.5,17,12,0.7058823529411765,0.4117647058823529,16,0.6875,0,0
734011,2014,Rajasthan Royals,Delhi Daredevils,"Sardar Patel Stadium, Motera",Ahmedabad,Delhi Daredevils,field,14,6,0.42857142857142855,0.5714285714285714,14,2,0.14285714285714285,0.2857142857142857,18,0.6111111111111112,0,1
734015,2014,Sunrisers Hyderabad,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Sunrisers Hyderabad,bat,14,6,0.42857142857142855,0.5,16,11,0.6875,0.5625,28,0.32142857142857145,1,0
734013,2014,Chennai Super Kings,Royal Challengers Bangalore,JSCA International Stadium Complex,Ranchi,Chennai Super Kings,bat,16,10,0.625,0.625,14,5,0.35714285714285715,0.6428571428571429,30,0.6666666666666666,1,0
734019,2014,Delhi Daredevils,Kings XI Punjab,Feroz Shah Kotla,Delhi,Kings XI Punjab,field,14,2,0.14285714285714285,0.2857142857142857,17,12,0.7058823529411765,0.4117647058823529,22,0.4090909090909091,0,0
